id_estudiante;estado_inscripcion;ingreso_aprobadas;ingreso_libres;ingreso_totales;cursadas_aprobadas;cursadas_regulares;cursadas_libres;cursadas_totales;inscripciones_examenes;examenes_aprobados;err_formato_matricula;regla_estado_inscripcion
CE-016269-4;Aceptado;1;0;1;2;0;3;5;0;0;True;
CC-016593-5;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CC-010289-5;Aceptado;0;2;2;0;2;1;3;0;0;True;
CC-016580-3;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CC-016262-6;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CE-016651-7;Aceptado;1;0;1;0;1;4;5;0;0;True;
CE-013395-3;Aceptado;1;0;1;0;0;5;5;0;0;True;
CE-016353-4;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016381-0;Aceptado;1;0;1;1;1;3;5;0;0;True;
CE-016711-4;Aceptado;1;0;1;1;2;2;5;0;0;True;
CE-016354-2;Aceptado;1;0;1;0;1;4;5;0;0;True;
CE-016379-8;Aceptado;1;0;1;1;0;4;5;0;0;True;
CE-016685-1;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016787-4;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-008091-4;Aceptado;1;0;1;0;1;4;5;0;0;True;
CE-016675-4;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016719-0;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016756-4;Aceptado;1;0;1;0;0;5;5;0;0;True;
CE-011533-5;Aceptado;1;0;1;0;1;4;5;0;0;True;
CE-016709-2;Aceptado;1;0;1;1;1;3;5;0;0;True;
CE-016370-4;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016718-1;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-011049-0;Aceptado;1;0;1;1;0;4;5;0;0;True;
CE-016390-9;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016669-0;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016694-1;Aceptado;1;0;1;0;2;3;5;0;0;True;
CE-001003-7;Aceptado;1;0;1;0;2;3;5;0;0;True;
CE-016725-4;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016384-4;Aceptado;1;0;1;0;1;4;5;0;0;True;
CE-016784-0;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016382-8;Aceptado;1;0;1;1;0;4;5;0;0;True;
CE-016699-1;Aceptado;1;0;1;0;0;5;5;0;0;True;
CE-016773-4;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-011044-9;Aceptado;1;0;1;0;0;5;5;0;0;True;
CE-012696-5;Aceptado;1;0;1;0;1;4;5;0;0;True;
CE-016376-3;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-014609-5;Aceptado;1;0;1;1;0;4;5;0;0;True;
CE-016691-6;Aceptado;1;0;1;0;1;4;5;0;0;True;
CE-009122-3;Aceptado;1;0;1;0;2;3;5;0;0;True;
CE-016652-5;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-008342-5;Aceptado;1;0;1;1;2;2;5;0;0;True;
CE-016653-3;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016350-0;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016702-5;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016659-2;Aceptado;1;0;1;0;1;4;5;0;0;True;
CE-016366-6;Aceptado;1;0;1;1;0;4;5;0;0;True;
CE-016654-1;Aceptado;1;0;1;0;3;2;5;0;0;True;
CE-016349-6;Aceptado;1;0;1;0;1;4;5;0;0;True;
CE-017515-0;Aceptado;1;0;1;0;1;4;5;0;0;True;
CE-017516-8;Aceptado;1;0;1;0;1;4;5;0;0;True;
CE-016723-8;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016667-3;Aceptado;1;0;1;1;0;4;5;0;0;True;
CE-016770-0;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016673-8;Aceptado;1;0;1;1;2;2;5;0;0;True;
CE-016700-9;Aceptado;1;0;1;1;0;4;5;0;0;True;
CE-016794-7;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016670-3;Aceptado;1;0;1;0;1;4;5;0;0;True;
CE-016372-1;Aceptado;1;0;1;0;0;5;5;0;0;True;
CE-016688-6;Aceptado;1;0;1;0;0;5;5;0;0;True;
CE-016710-6;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016664-9;Aceptado;1;0;1;0;0;5;5;0;0;True;
CE-016707-6;Aceptado;1;0;1;0;2;3;5;0;0;True;
CE-016676-2;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016674-6;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-113456-2;Aceptado;1;0;1;0;0;5;5;0;0;True;
CE-016351-8;Aceptado;1;0;1;1;1;3;5;0;0;True;
CE-016344-5;Aceptado;1;0;1;1;2;2;5;0;0;True;
CE-016726-2;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-014042-9;Aceptado;1;0;1;0;1;4;5;0;0;True;
CE-016715-7;Aceptado;1;0;1;2;0;3;5;0;0;True;
CE-016705-0;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016650-9;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016696-7;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016703-3;Aceptado;1;0;1;0;1;4;5;0;0;True;
CE-016383-6;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016681-9;Aceptado;1;0;1;0;1;4;5;0;0;True;
CE-016342-9;Aceptado;1;0;1;0;0;5;5;0;0;True;
CE-016708-4;Aceptado;1;0;1;0;2;3;5;0;0;True;
CE-016341-1;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016360-7;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016380-1;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016679-7;Aceptado;1;0;1;0;0;5;5;0;0;True;
CE-017517-6;Aceptado;1;0;1;0;1;4;5;0;0;True;
CE-016358-5;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016755-6;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016657-6;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016724-6;Aceptado;1;0;1;0;1;4;5;0;0;True;
CE-016355-1;Aceptado;1;0;1;1;0;4;5;0;0;True;
CE-016377-1;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016658-4;Aceptado;1;0;1;1;1;3;5;0;0;True;
CE-014026-7;Aceptado;1;0;1;0;0;5;5;0;0;True;
CE-008831-1;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016689-4;Aceptado;1;0;1;0;1;4;5;0;0;True;
CE-016357-7;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016356-9;Aceptado;1;0;1;0;2;3;5;0;0;True;
CE-007957-6;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016671-1;Aceptado;1;0;1;0;1;4;5;0;0;True;
CE-016720-3;Aceptado;1;0;1;0;1;4;5;0;0;True;
CE-016678-9;Aceptado;1;0;1;0;0;5;5;0;0;True;
CE-016373-9;Aceptado;1;0;1;1;0;4;5;0;0;True;
CE-016771-8;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016655-0;Aceptado;1;0;1;0;0;5;5;0;0;True;
CE-016374-7;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016682-7;Aceptado;1;0;1;1;0;4;5;0;0;True;
CE-016385-2;Aceptado;1;0;1;0;1;4;5;0;0;True;
CE-016363-1;Aceptado;1;0;1;1;0;4;5;0;0;True;
CE-004505-1;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016364-0;Aceptado;1;0;1;0;1;4;5;0;0;True;
CE-010877-1;Aceptado;1;0;1;1;0;4;5;0;0;True;
CE-016687-8;Aceptado;1;0;1;0;2;3;5;0;0;True;
CE-016378-0;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016367-4;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016684-3;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016683-5;Aceptado;1;0;1;0;0;5;5;0;0;True;
CE-114644-7;Aceptado;1;0;1;1;0;4;5;0;0;True;
CE-016716-5;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016713-1;Aceptado;1;0;1;0;0;5;5;0;0;True;
CE-016386-1;Aceptado;1;0;1;0;0;5;5;0;0;True;
CE-016672-0;Aceptado;1;0;1;0;0;5;5;0;0;True;
CE-016365-8;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016706-8;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016662-2;Aceptado;1;0;1;0;2;3;5;0;0;True;
CE-016704-1;Aceptado;1;0;1;0;1;4;5;0;0;True;
CE-016697-5;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016695-9;Aceptado;1;0;1;0;0;5;5;0;0;True;
CE-016701-7;Aceptado;1;0;1;1;0;4;5;0;0;True;
CE-012986-7;Aceptado;1;0;1;0;0;5;5;0;0;True;
CE-014948-5;Aceptado;1;0;1;0;1;4;5;0;0;True;
CE-016361-5;Aceptado;1;0;1;1;0;4;5;0;0;True;
CE-016692-4;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-505406-7;Aceptado;1;0;1;0;1;4;5;0;0;True;
CE-016368-2;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-011107-1;Aceptado;1;0;1;1;1;3;5;0;0;True;
CE-010696-4;Aceptado;1;0;1;1;0;4;5;0;0;True;
CE-016348-8;Aceptado;1;0;1;0;1;4;5;0;0;True;
CE-016387-9;Aceptado;1;0;1;0;0;5;5;0;0;True;
CE-016362-3;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016388-7;Aceptado;1;0;1;2;0;3;5;0;0;True;
CE-016389-5;Aceptado;1;0;1;0;0;5;5;0;0;True;
CE-016782-3;Aceptado;1;0;1;0;1;4;5;0;0;True;
CE-016661-4;Aceptado;1;0;1;0;1;4;5;0;0;True;
CE-016375-5;Aceptado;1;0;1;0;0;5;5;0;0;True;
CE-016338-1;Aceptado;1;0;1;1;1;3;5;0;0;True;
CE-016722-0;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016680-1;Aceptado;1;0;1;0;2;3;5;0;0;True;
CE-016690-8;Aceptado;1;0;1;0;0;5;5;0;0;True;
CE-311033-4;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016352-6;Aceptado;1;0;1;1;1;3;5;0;0;True;
CE-016660-6;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016686-0;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016677-1;Aceptado;1;0;1;0;1;4;5;0;0;True;
CE-016712-2;Aceptado;1;0;1;0;1;4;5;0;0;True;
CE-016648-7;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016663-1;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016647-9;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016772-6;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016698-3;Aceptado;1;0;1;0;0;5;5;0;0;True;
CE-016693-2;Aceptado;1;0;1;1;0;4;5;0;0;True;
CE-016371-2;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016359-3;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016343-7;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016666-5;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016369-1;Aceptado;1;0;1;1;0;4;5;0;0;True;
CE-016656-8;Aceptado;1;0;1;0;2;3;5;0;0;True;
CE-016774-2;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016714-9;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016665-7;Aceptado;1;0;1;2;1;2;5;0;0;True;
CE-016345-3;Aceptado;1;0;1;0;1;4;5;0;0;True;
CE-016668-1;Aceptado;1;0;1;0;1;4;5;0;0;True;
CE-016346-1;Aceptado;1;0;1;0;1;4;5;0;0;True;
CE-016717-3;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016721-1;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016649-5;Aceptado;1;0;1;1;0;4;5;0;0;True;
CE-016783-1;Aceptado;1;0;1;0;0;5;5;0;0;True;
CE-016775-1;Aceptado;1;0;1;0;2;3;5;0;0;True;
CE-016727-1;Aceptado;1;0;1;0;1;4;5;0;0;True;
CE-016347-0;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CE-016340-2;Aceptado;1;0;1;0;1;4;5;0;0;True;
CE-016339-9;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CA-016391-6;Aceptado;2;0;2;1;1;1;3;0;0;True;
CA-016741-5;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CA-016742-3;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016393-3;Aceptado;1;1;2;1;0;2;3;0;0;True;
CB-016394-1;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016758-1;Aceptado;2;0;2;1;0;2;3;1;0;True;
CB-016392-5;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016757-2;Aceptado;2;0;2;1;0;2;3;0;0;True;
CB-016746-7;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016745-9;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016743-2;Aceptado;1;1;2;0;2;1;3;0;0;True;
CB-016744-1;Aceptado;0;2;2;0;0;3;3;0;0;True;
CC-016395-9;Aceptado;2;0;2;1;0;2;3;0;0;True;
CC-016759-8;Aceptado;1;1;2;0;0;3;3;0;0;True;
