id_estudiante;estado_inscripcion;ingreso_aprobadas;ingreso_libres;ingreso_totales;cursadas_aprobadas;cursadas_regulares;cursadas_libres;cursadas_totales;inscripciones_examenes;examenes_aprobados
CB-016479-4;Pendiente;1;1;2;0;0;0;3;0;0
CB-016467-1;Aceptado;2;0;2;0;2;1;3;0;0
CB-016452-2;Aceptado;2;0;2;0;0;3;3;0;0
CB-015981-2;Pendiente;0;2;2;0;0;0;3;0;0
CB-016414-0;Pendiente;2;0;2;0;0;0;3;0;0
CB-016122-1;Pendiente;1;1;2;0;0;0;3;0;0
CB-016026-8;Aceptado;1;1;2;0;1;2;3;0;0
CD-016026-1;Pendiente;2;0;2;0;0;0;5;0;0
CB-016113-2;Pendiente;1;1;2;0;0;0;3;0;0
CB-016423-9;Pendiente;2;0;2;0;0;0;3;0;0
CB-015882-4;Pendiente;1;1;2;0;0;0;3;0;0
CB-016462-0;Aceptado;2;0;2;1;1;1;3;0;0
CB-016820-0;Aceptado;2;0;2;0;1;2;3;0;0
CB-016086-1;Pendiente;2;0;2;0;0;0;3;0;0
CB-014287-1;Aceptado;1;1;2;1;0;2;3;0;0
CB-015874-3;Pendiente;1;1;2;0;0;0;3;0;0
CB-016062-4;Pendiente;1;1;2;0;0;0;3;0;0
CB-016002-1;Pendiente;2;0;2;0;0;0;3;0;0
CB-015997-9;Aceptado;2;0;2;1;1;1;3;0;0
CB-013301-5;Aceptado;1;1;2;1;0;2;3;0;0
CB-015861-1;Pendiente;2;0;2;0;0;0;3;0;0
CB-016403-4;Pendiente;1;1;2;0;0;0;3;0;0
CB-016030-6;Pendiente;2;0;2;0;0;0;3;0;0
CB-016076-4;Pendiente;2;0;2;0;0;0;3;0;0
CB-014390-8;Pendiente;2;0;2;0;0;0;3;0;0
CB-015955-3;Aceptado;2;0;2;0;0;3;3;0;0
CB-015871-9;Pendiente;1;1;2;0;0;0;3;0;0
CB-016068-3;Pendiente;2;0;2;0;0;0;3;0;0
CB-016422-1;Aceptado;0;2;2;2;0;1;3;0;0
CB-015980-4;Pendiente;2;0;2;0;0;0;3;0;0
CB-016023-3;Aceptado;0;2;2;0;0;3;3;0;0
CB-017734-9;Pendiente;2;0;2;0;0;0;3;0;0
CB-016408-5;Aceptado;1;1;2;0;0;3;3;0;0
CB-015868-9;Pendiente;2;0;2;0;0;0;3;0;0
CB-015979-1;Pendiente;1;1;2;0;0;0;3;0;0
CB-016075-6;Aceptado;2;0;2;1;0;2;3;0;0
CB-015926-0;Pendiente;0;2;2;0;0;0;3;0;0
CB-015950-2;Pendiente;1;1;2;0;0;0;3;0;0
CB-015850-6;Pendiente;0;2;2;0;0;0;3;0;0
CB-015866-2;Pendiente;0;2;2;0;0;0;3;0;0
CB-016092-6;Aceptado;0;2;2;1;2;0;3;0;0
CB-015984-7;Pendiente;1;1;2;0;0;0;3;0;0
CB-015894-8;Pendiente;1;1;2;0;0;0;3;0;0
CB-015971-5;Pendiente;2;0;2;0;0;0;3;0;0
CC-015971-4;Pendiente;1;1;2;0;0;0;3;0;0
CB-013985-4;Aceptado;1;1;2;1;2;0;3;0;0
CB-016094-2;Pendiente;2;0;2;0;0;0;3;0;0
CB-016036-5;Pendiente;2;0;2;0;0;0;3;0;0
CB-016421-2;Aceptado;2;0;2;0;2;1;3;0;0
CB-016098-5;Pendiente;2;0;2;0;0;0;3;0;0
CB-013150-1;Aceptado;1;1;2;0;2;1;3;0;0
CB-015949-9;Pendiente;2;0;2;0;0;0;3;0;0
CB-013914-5;Aceptado;2;0;2;1;0;2;3;0;0
CB-016039-0;Aceptado;2;0;2;1;1;1;3;0;0
CE-016039-0;Aceptado;1;0;1;0;1;4;5;0;0
CB-016484-1;Aceptado;1;1;2;1;0;2;3;0;0
CB-015946-4;Pendiente;2;0;2;0;0;0;3;0;0
CB-016131-1;Pendiente;1;1;2;0;0;0;3;0;0
CB-016063-2;Pendiente;2;0;2;0;0;0;3;0;0
CB-016126-4;Pendiente;2;0;2;0;0;0;3;0;0
